4.7767,0.22477,0.13387,0.92385,0.59869,0.39072,-0.1745,-0.01456,-0.38482,-0.77698,0.40497,0.53079,1.2866,-0.49046,0.30967,-0.092947,-0.087505,0.30311,0.11534,-0.21206,0.80573,-0.049673,0.46853,-0.47378,-0.1071,0.1669,-0.44771,-0.73451,-0.24301,-0.12177,-0.28854,1.0761,-0.51689,0.58078,0.66147,0.40391,-0.43117,-0.12099,-0.76309,0.21291,-0.13807,-0.1361,-0.71903,0.47018,0.49478,0.45857,-0.065775,-0.01772,-0.65528,-0.6512,-0.15226,0.34371,-0.23265,-0.073747,0.24486,0.23931,-0.2231,-0.063394,0.60209,-0.19826,-0.033145,0.0064445,0.43994,0.076436,-0.64785,-0.13956,-0.59073,-0.039164,0.29753,0.42162,0.57965,-0.31946,-0.46085,-0.76189,0.030953,-0.17719,0.46869,0.088283,0.012883,-0.3313,-0.063296,-0.070417,-0.60026,0.51427,0.065864,-0.4821,-0.86981,0.19,0.76345,0.36013,-1.3768,0.46705,-0.43945,0.46088,-0.30639,-0.59402,-0.070916,0.10019,0.34334,-0.24463
0.22477,3.8732,-0.061747,0.31646,0.83339,-0.28574,0.032885,-0.081942,0.067724,0.19268,-0.10419,0.43532,-0.0086532,-0.48771,-0.37424,0.42121,0.73161,-0.39425,0.25924,0.2008,-0.51654,0.060713,-0.49214,-0.025803,-0.47778,0.78368,0.31066,0.52978,0.2851,0.33605,-0.24001,0.20967,0.63173,0.11434,0.62813,-0.28249,-0.31904,0.33631,0.023455,0.094855,-0.27486,-0.84076,0.52576,-0.062767,0.41897,0.18439,-0.38282,0.10327,-0.43885,-0.88279,0.34864,0.59331,0.48343,0.1043,0.52985,-0.0083533,1.0887,-1.0095,-0.39803,-0.44311,-0.15802,-0.095625,-0.28596,0.109,0.52643,0.32048,-0.6933,-0.44669,-0.74965,0.87577,-0.35137,0.75089,0.2585,0.2037,0.13519,-0.28446,-0.31195,-0.30148,0.15679,0.54124,-0.5139,-0.27338,-0.38229,0.38721,0.50356,0.43446,-0.19611,-0.44243,-0.38692,-0.24106,-0.099665,0.63444,-0.039025,0.42419,0.29102,0.013818,-0.14713,-0.082171,0.82434,-0.68032
0.13387,-0.061747,4.9322,-0.22718,0.073464,-0.12319,0.57239,-0.06337,0.1802,0.46079,-0.21643,0.66553,0.48387,0.20554,-0.5334,-0.14072,0.58092,1.2191,0.28697,0.052149,0.22713,0.11779,-0.077951,-0.25691,-0.16768,-0.28256,0.44289,-0.23857,0.0023685,0.35145,-0.39859,0.15308,0.26647,-0.21391,0.50254,0.45642,-0.42569,-0.37475,-0.38449,-0.21167,0.14903,0.67123,-0.62727,-0.71034,-0.13979,-0.69343,1.0567,-0.049847,-0.17027,-0.25507,0.42939,-0.062737,0.11849,0.015557,0.63786,-0.053792,-0.31784,-0.95919,-0.32113,0.29889,0.24846,-0.58297,0.62663,0.2001,0.7633,-0.18202,0.33713,-0.071235,-0.20615,-0.33754,-0.10084,0.024619,0.28141,0.22122,0.025201,0.93885,0.45565,0.079932,0.69051,-0.0065719,-0.31295,-0.68857,1.6484,0.53434,-0.28987,-0.75035,-0.42298,0.25833,0.26247,0.49931,0.50975,0.42953,1.197,0.19219,-0.35956,-0.62788,0.051089,-0.24368,-0.20011,-0.16227
0.92385,0.31646,-0.22718,5.302,0.67357,-0.1815,0.21772,-0.11111,0.74179,0.22182,0.30274,0.17371,-0.40226,0.6323,0.12246,0.68935,0.84421,0.29562,-0.20618,0.21581,-0.32687,-0.42716,0.61922,0.90856,0.31866,-0.38689,-0.13576,-0.18234,-0.84774,0.18663,-0.044187,0.46466,0.83177,-0.085208,0.14927,0.071664,-0.147,-1.0598,-0.1315,0.42246,-0.34912,-0.48416,-0.7004,-0.10328,-0.35933,-0.2972,-0.60401,0.97221,0.0095721,-0.22036,-0.21966,0.32584,0.49444,-0.22291,-0.30989,0.63313,-0.072889,0.68031,-0.47759,-0.075604,-0.69734,0.4533,0.34988,0.27858,-0.10113,-1.4174,-0.79059,-0.56704,-0.048662,0.91975,0.41623,-0.21632,-0.031337,-0.18611,-0.56301,0.21736,0.37423,-0.23584,-1.0271,-0.12934,0.33846,0.30624,0.4345,-0.23908,0.40687,-0.39203,0.80491,-0.31207,-0.43007,0.080591,-0.41251,0.025233,0.030582,0.22671,-0.32931,-0.19695,0.049586,0.21384,0.42097,0.5495
0.59869,0.83339,0.073464,0.67357,4.4094,0.038916,0.54751,0.52734,0.51538,-0.32077,-0.46837,0.6167,0.17292,0.34342,-0.81404,0.80333,-0.13475,-0.60852,-0.67385,0.55432,-0.35653,-0.6356,-0.16886,0.0514,0.1693,0.16065,0.42466,-0.9412,-0.52274,-0.49521,-0.0077542,-0.49879,-0.36469,0.54445,0.38914,-0.1115,0.2798,0.16625,-0.3812,-0.16834,-0.15625,0.14495,-0.13142,-0.28192,0.20471,0.40126,-0.67399,0.10448,-0.38177,-0.20562,-0.12254,-0.28844,-0.4315,0.090655,0.40033,-0.68942,-0.48823,-0.25203,-0.51509,-0.20378,0.59493,0.66292,-0.28701,-0.26378,1.2273,0.14964,-0.39328,-0.0042013,0.61229,-0.35214,-0.47981,0.56397,-0.67781,-0.55618,0.006966,0.067595,-0.17704,-0.43398,0.11838,0.043015,-0.071895,-0.32834,0.43691,0.86322,0.24077,0.023952,0.20641,-0.54018,-0.6747,-0.33402,-0.93415,-0.4622,0.033693,-0.30385,0.26241,-0.06794,-0.6574,0.36914,0.30435,-0.082876
0.39072,-0.28574,-0.12319,-0.1815,0.038916,5.2879,-0.28338,-0.023744,-0.84147,0.52513,0.36839,0.15498,0.22296,-0.27669,-0.14064,-0.54254,0.51334,-0.69753,-0.27896,0.23022,0.25135,-0.003589,-0.48244,-0.13691,-0.64687,-0.031329,-0.54078,0.6101,-0.37144,0.072864,0.90185,0.18496,-0.36806,-1.0609,0.40189,0.039349,0.090764,-0.051677,-0.061425,-0.50446,-0.14428,0.55765,-0.84897,-0.038546,0.075819,-0.10237,-0.24834,-0.046941,-1.1239,0.0050519,-0.43159,0.70775,-0.24308,-0.20313,0.46076,1.0021,-0.57881,0.27275,1.0148,-0.49769,-0.23366,0.79249,-0.013739,-0.19391,1.042,-0.11885,0.4645,0.2825,0.62233,-0.61334,-0.4893,-0.65072,0.56264,0.33126,-0.20826,0.25497,-0.68877,0.42387,-0.55479,0.56547,-1.0467,0.22649,-0.42065,-0.43222,-0.45798,-0.64859,0.21674,-0.24521,-0.38045,-0.25371,-0.21108,0.059452,-0.052161,0.45709,0.42505,-0.35378,-0.17229,0.2965,-0.27565,0.18163
-0.1745,0.032885,0.57239,0.21772,0.54751,-0.28338,5.1698,0.75852,-0.24088,0.84312,0.23837,0.097726,-0.31724,0.065502,0.13874,1.042,0.45831,-0.18346,-0.23135,-0.6784,-0.82805,0.57751,-0.0099692,-0.31619,0.75235,0.64721,0.097082,-0.024583,0.52464,0.50204,0.023535,-0.31734,-0.072629,-0.89484,0.061798,-0.5939,-0.43359,0.26158,-0.50432,-0.87253,-0.49584,0.24158,0.15757,-0.3628,0.3658,-0.020991,-0.22518,0.23307,0.2179,-0.22003,-0.43099,0.2092,0.1935,0.67363,0.2231,-0.45415,-0.48289,0.25749,0.55475,0.34209,0.094669,-0.23062,-0.12659,-0.86768,-0.049958,-0.70625,0.42657,0.29444,-0.45785,-0.95962,0.79114,-0.49991,0.24318,-0.41825,-0.77246,-0.45467,-0.48654,-0.94506,0.13627,-0.36433,0.75113,-0.40285,0.44306,0.505,0.29144,-0.22945,0.10871,0.52919,0.27101,0.87728,-0.36423,-0.36207,0.033012,0.050551,0.24394,-0.14562,0.88061,0.073489,0.79119,-0.21292
-0.01456,-0.081942,-0.06337,-0.11111,0.52734,-0.023744,0.75852,4.5033,-0.15355,-0.23217,0.064242,-0.0093091,-0.60935,0.024751,-0.15861,0.046062,0.21884,0.013732,-0.64483,-0.78689,-0.28042,-0.06835,0.63953,0.59955,1.148,0.68792,0.56354,-0.1799,-0.12086,0.59461,-0.52038,0.68479,-0.28342,0.19,0.052003,-0.048501,-0.12411,0.78226,0.80884,-0.69266,-0.109,-0.18902,-0.16562,0.096977,-0.29439,-0.39139,-0.26129,-0.094065,-0.33757,-0.36089,0.31474,-0.045802,-0.59684,-0.16216,0.073077,0.075611,0.35352,-0.082974,-0.062749,-0.4688,1.7633,0.8969,1.1396,-0.022083,-0.2006,-0.51681,0.018776,1.115,-0.46644,-0.35147,-0.21944,-0.56151,-0.091946,-0.11838,0.33415,0.058766,0.20331,0.16153,0.063467,0.32656,-0.32933,-0.55729,-0.27129,0.17255,-0.42737,0.2509,0.32671,-0.44023,-0.020075,0.42846,0.27456,-0.051344,-0.39042,0.40203,-0.28358,0.80314,0.028811,0.25548,-0.79571,0.079282
-0.38482,0.067724,0.1802,0.74179,0.51538,-0.84147,-0.24088,-0.15355,5.7868,0.5729,-0.044696,0.067998,-0.51222,0.06654,-0.30045,0.12329,-0.056831,-0.086229,0.70106,-0.1826,0.31375,0.12807,0.75484,-0.0015544,0.91145,-0.46159,0.27878,0.16912,-0.18992,-0.46833,-0.17584,-0.29688,0.38317,0.36711,-1.2239,0.31066,-0.29413,0.672,-0.00043508,0.10236,-0.86367,-0.23019,-0.54428,0.97603,1.7137,0.15585,-0.40925,0.28859,-0.47451,0.11483,0.28042,-0.49647,0.35278,-0.93238,0.45014,-0.31431,-0.64272,0.29415,0.35985,-0.15614,-0.18684,0.18705,-0.23535,0.31041,0.094214,-0.51856,0.13726,-0.55583,0.37482,0.0025259,-0.92243,0.33713,-0.52612,0.56314,0.44134,-0.22802,-0.76739,0.16751,-0.45143,0.4532,0.019601,-0.55017,0.71562,0.085938,0.41912,0.20194,-0.39847,0.62757,0.3943,-0.23097,0.48149,0.19122,0.22147,0.068366,-0.31696,-0.29604,-0.19008,-0.62582,-0.22751,0.20762
-0.77698,0.19268,0.46079,0.22182,-0.32077,0.52513,0.84312,-0.23217,0.5729,3.6808,0.41305,0.11795,-0.5551,-0.018767,-0.61936,0.24075,0.49996,-0.44824,-0.70935,0.36479,0.21021,-0.22563,-0.0040006,-0.29133,-0.44712,-0.10003,-0.36435,0.76971,0.46537,0.21847,-0.54806,-0.3468,0.028558,0.076216,-0.023444,0.35431,-0.7479,0.4324,-0.72511,-0.7292,0.15036,0.063175,-0.91662,0.54958,0.53093,-0.23373,-0.29062,0.34802,0.077013,0.52713,0.24795,0.091023,0.30642,0.31503,-0.097866,0.69535,0.23297,-0.19804,-0.27631,0.86314,-0.90649,-0.10049,-0.05452,0.2385,0.027767,-0.13394,0.12879,0.34212,-0.4545,-0.066394,0.58586,-0.018113,0.22911,0.1471,-0.65793,0.12931,-0.49033,-0.84861,0.1353,0.78728,0.2279,0.010457,0.38375,-0.16195,-0.20737,0.24437,0.27066,0.41716,0.062387,-0.26419,0.35151,-0.056465,-0.16508,0.19234,0.37943,0.11174,-0.096229,0.37971,-0.98288,-0.37081
